short_name,age,overall,potential,player_positions,position_group,market_value_eur,pace,shooting,passing,dribbling,defending,physic,age_potential_gap,is_at_peak,value_per_rating
Ricardo Horta,27,81,81,"CAM, CF, ST",MID,27500000.0,79.0,82.0,79.0,80.0,43.0,70.0,0,1,335365.85365853657
Ricardo Mangas,24,70,77,"LWB, LB, CB",DEF,3000000.0,71.0,46.0,61.0,68.0,65.0,74.0,7,0,42253.52112676056
Ricardo Matos,22,66,77,ST,ATT,1900000.0,76.0,65.0,58.0,68.0,28.0,62.0,11,0,28358.20895522388
Ricardo Pereira,28,82,82,"RB, RWB",DEF,27500000.0,79.0,67.0,79.0,81.0,81.0,72.0,0,1,331325.3012048193
Ricardo Ryller,28,71,71,"CDM, CM",MID,1600000.0,62.0,63.0,66.0,67.0,66.0,77.0,0,1,22222.222222222223
Ricardo Santos,27,68,70,CB,DEF,1300000.0,68.0,39.0,45.0,51.0,67.0,85.0,2,0,18840.579710144928
Ricardo Silva,23,65,71,GK,GK,925000.0,69.0,55.0,58.0,63.0,56.0,66.0,6,0,14015.151515151516
Ricardo Valente,31,65,65,"LW, ST",ATT,600000.0,67.0,66.0,63.0,67.0,26.0,63.0,0,1,9090.90909090909
Riccieli,23,71,80,CB,DEF,3900000.0,53.0,33.0,49.0,56.0,71.0,77.0,9,0,54166.666666666664
Richarlison,25,81,84,"ST, LW",ATT,34500000.0,82.0,79.0,72.0,82.0,53.0,79.0,3,0,420731.7073170732
Riesgo,38,66,66,GK,GK,90000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,1343.2835820895523
Riki,24,67,72,"CM, CAM, LM",MID,1500000.0,70.0,64.0,66.0,69.0,56.0,54.0,5,0,22058.823529411766
Rildo,22,69,77,"RM, LM, CAM",MID,3100000.0,70.0,65.0,62.0,75.0,37.0,60.0,8,0,44285.71428571428
Rim Chang Woo,30,65,65,"CB, RWB",DEF,575000.0,78.0,48.0,54.0,60.0,63.0,75.0,0,1,8712.121212121212
Riquelme,22,74,84,"CAM, LM",MID,9500000.0,77.0,71.0,71.0,77.0,38.0,50.0,10,0,126666.66666666667
Riqui Puig,22,75,83,CM,MID,12500000.0,65.0,64.0,73.0,80.0,58.0,49.0,8,0,164473.68421052632
Rivaldinho,27,63,64,ST,ATT,550000.0,67.0,62.0,59.0,62.0,33.0,70.0,1,0,8593.75
Rober,21,69,79,"RM, ST, CAM",MID,3100000.0,79.0,64.0,65.0,71.0,26.0,47.0,10,0,44285.71428571428
Rober Correa,29,70,70,"RB, RWB, CB",DEF,1400000.0,74.0,43.0,59.0,63.0,67.0,77.0,0,1,19718.309859154928
Rober Ibáñez,29,69,69,"RM, LM, ST",MID,1400000.0,75.0,66.0,69.0,71.0,48.0,53.0,0,1,20000.0
Robert Navarro,20,70,80,"LW, CAM, CM",ATT,3500000.0,75.0,65.0,62.0,73.0,34.0,63.0,10,0,49295.77464788732
Robert Sánchez,24,78,82,GK,GK,16000000.0,69.0,55.0,58.0,63.0,56.0,66.0,4,0,202531.64556962025
Roberto,36,73,73,GK,GK,350000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,4729.72972972973
Roberto,20,67,78,"ST, CAM",ATT,2300000.0,69.0,67.0,58.0,69.0,36.0,60.0,11,0,33823.529411764706
Roberto Alves,25,67,72,"CAM, ST, CM",MID,1500000.0,75.0,66.0,67.0,68.0,28.0,64.0,5,0,22058.823529411766
Roberto Firmino,30,83,83,CF,ATT,35000000.0,74.0,77.0,79.0,87.0,59.0,77.0,0,1,416666.6666666667
Roberto López,22,69,80,"CM, CAM, RM",MID,3100000.0,57.0,68.0,72.0,71.0,40.0,56.0,11,0,44285.71428571428
Roberto Torres,33,74,74,"RM, LM",MID,2600000.0,62.0,73.0,76.0,72.0,65.0,69.0,0,1,34666.666666666664
Robson,29,66,66,"RB, CB",DEF,750000.0,75.0,38.0,52.0,44.0,64.0,75.0,0,1,11194.029850746268
Robson Denho,30,74,74,"CDM, CM",MID,3500000.0,64.0,59.0,72.0,63.0,73.0,77.0,0,1,46666.666666666664
Robson Reis,22,65,71,CB,DEF,1000000.0,58.0,32.0,47.0,40.0,66.0,72.0,6,0,15151.515151515152
Rochharzela,24,54,60,"RM, LM, CAM",MID,170000.0,72.0,42.0,52.0,59.0,32.0,40.0,6,0,3090.909090909091
Rochina,31,75,75,"RM, CM, LM",MID,4700000.0,68.0,76.0,77.0,79.0,54.0,66.0,0,1,61842.10526315789
Rochinha,27,75,75,LW,ATT,6000000.0,83.0,67.0,69.0,80.0,40.0,53.0,0,1,78947.36842105263
Rodado,25,65,70,"ST, RW, LW",ATT,1100000.0,72.0,66.0,50.0,69.0,24.0,62.0,5,0,16666.666666666668
Roderick Miranda,31,69,69,CB,DEF,950000.0,38.0,36.0,52.0,52.0,68.0,82.0,0,1,13571.42857142857
Rodolfo Pittaça,22,73,73,"ST, LM",ATT,3600000.0,51.0,75.0,68.0,64.0,43.0,81.0,0,1,48648.64864864865
Rodri,22,75,84,"RM, LM, CM",MID,12500000.0,73.0,71.0,73.0,78.0,38.0,51.0,9,0,164473.68421052632
Rodri,26,87,89,CDM,MID,35000000.0,58.0,72.0,78.0,79.0,83.0,84.0,2,0,397727.2727272727
Rodri Tarín,25,68,73,"CB, RB",DEF,1600000.0,77.0,37.0,50.0,60.0,67.0,73.0,5,0,23188.405797101448
Rodrigo,19,62,79,CM,MID,1000000.0,62.0,54.0,65.0,64.0,48.0,46.0,17,0,15873.015873015873
Rodrigo,31,78,78,"ST, CAM",ATT,12000000.0,77.0,78.0,75.0,78.0,44.0,69.0,0,1,151898.7341772152
Rodrigo Andrade,20,64,76,CM,MID,1400000.0,65.0,48.0,64.0,66.0,56.0,64.0,12,0,21538.46153846154
Rodrigo Becão,26,75,78,CB,DEF,6500000.0,49.0,33.0,56.0,49.0,78.0,71.0,3,0,85526.31578947368
Rodrigo Conceição,22,69,77,RB,DEF,3000000.0,75.0,46.0,57.0,68.0,66.0,63.0,8,0,42857.142857142855
Rodrigo Ely,28,75,75,CB,DEF,4800000.0,48.0,31.0,44.0,53.0,75.0,72.0,0,1,63157.89473684211
Rodrigo Gomes,18,68,84,LM,MID,3100000.0,79.0,61.0,58.0,72.0,52.0,52.0,16,0,44927.536231884056
Rodrigo Guth,21,68,75,CB,DEF,2300000.0,65.0,38.0,51.0,52.0,70.0,68.0,7,0,33333.333333333336
Rodrigo Henrique,28,61,61,"CAM, LM",MID,325000.0,76.0,57.0,56.0,65.0,28.0,57.0,0,1,5241.935483870968
Rodrigo Martins,23,67,73,LW,ATT,1600000.0,81.0,57.0,61.0,70.0,27.0,59.0,6,0,23529.41176470588
Rodrigo Moura,26,68,72,GK,GK,1300000.0,69.0,55.0,58.0,63.0,56.0,66.0,4,0,18840.579710144928
Rodrigo Muniz,21,70,81,ST,ATT,3600000.0,70.0,70.0,56.0,69.0,33.0,72.0,11,0,50704.22535211268
Rodrigo Pinho,31,73,73,ST,ATT,2600000.0,65.0,77.0,60.0,73.0,25.0,64.0,0,1,35135.13513513513
Rodrigo Ribeiro,17,66,84,ST,ATT,2100000.0,73.0,65.0,49.0,66.0,22.0,60.0,18,0,31343.283582089553
Rodrigo Valente,21,62,71,"CAM, CM, RM",MID,900000.0,68.0,60.0,58.0,68.0,41.0,51.0,9,0,14285.714285714286
Rodrigo Vuarte,30,77,77,CDM,MID,9000000.0,65.0,65.0,70.0,63.0,76.0,77.0,0,1,115384.61538461539
Rodrigues,24,66,73,CB,DEF,1600000.0,65.0,36.0,42.0,45.0,67.0,67.0,7,0,23880.597014925374
Rodrygo,21,81,88,"RW, LW, ST",ATT,35000000.0,88.0,77.0,74.0,84.0,32.0,61.0,7,0,426829.26829268294
Roger,26,66,67,"LW, RW, CAM",ATT,1000000.0,75.0,61.0,64.0,67.0,45.0,70.0,1,0,14925.373134328358
Roger,31,76,76,ST,ATT,6500000.0,74.0,78.0,63.0,74.0,41.0,73.0,0,1,84415.58441558441
Roger Fernandes,16,63,83,"LM, RM",MID,1300000.0,81.0,57.0,54.0,67.0,31.0,41.0,20,0,20312.5
Roger Martínez,18,64,78,CM,MID,1400000.0,64.0,58.0,62.0,67.0,58.0,56.0,14,0,21538.46153846154
Roger Riera,27,63,66,CB,DEF,550000.0,45.0,32.0,45.0,51.0,63.0,60.0,3,0,8593.75
Rogério,24,72,76,LB,DEF,3100000.0,74.0,53.0,67.0,74.0,69.0,58.0,4,0,42465.75342465754
Roh Gyeong Ho,21,50,58,"CAM, CM",MID,110000.0,58.0,43.0,47.0,54.0,31.0,47.0,8,0,2156.8627450980393
Romarinho,31,77,77,"CF, CAM, ST",ATT,9000000.0,85.0,74.0,71.0,80.0,30.0,66.0,0,1,115384.61538461539
Romário,36,65,65,"CM, CDM",MID,230000.0,52.0,60.0,65.0,74.0,46.0,64.0,0,1,3484.848484848485
Romário Baró,22,70,80,"CM, RM, LM",MID,3600000.0,71.0,67.0,69.0,73.0,54.0,60.0,10,0,50704.22535211268
Romário Pires,33,66,66,"CDM, CM",MID,425000.0,62.0,57.0,54.0,59.0,62.0,78.0,0,1,6343.2835820895525
Ronaldo Cabrais,30,83,83,"CAM, RM",MID,35000000.0,88.0,77.0,83.0,84.0,35.0,72.0,0,1,416666.6666666667
Ronaldo Vieira,23,71,76,"CDM, CM",MID,2600000.0,73.0,58.0,65.0,72.0,67.0,74.0,5,0,36111.11111111111
Rong Hao,35,62,62,"LB, RB, RM",DEF,120000.0,69.0,52.0,58.0,60.0,57.0,63.0,0,1,1904.7619047619048
Roni Gameira,30,74,74,"ST, CF",ATT,4100000.0,80.0,75.0,58.0,73.0,29.0,62.0,0,1,54666.666666666664
Rony Lopes,26,75,75,"RW, LW, RM",ATT,6000000.0,77.0,72.0,74.0,78.0,30.0,59.0,0,1,78947.36842105263
Roque Mesa,33,76,76,"CM, CDM",MID,4600000.0,67.0,68.0,76.0,75.0,69.0,80.0,0,1,59740.25974025974
Ros,26,68,73,"CB, CDM",DEF,1600000.0,67.0,47.0,59.0,59.0,68.0,71.0,5,0,23188.405797101448
Rosival Jailson,22,81,81,"CDM, CM, CAM",MID,27000000.0,77.0,57.0,74.0,77.0,82.0,68.0,0,1,329268.2926829268
Ruan,27,67,68,RB,DEF,1100000.0,93.0,31.0,60.0,68.0,57.0,67.0,1,0,16176.470588235294
Ruan,23,66,71,CB,DEF,1200000.0,63.0,29.0,40.0,50.0,68.0,63.0,5,0,17910.44776119403
Ruan Qilong,21,51,61,CB,DEF,120000.0,60.0,26.0,30.0,32.0,53.0,56.0,10,0,2307.6923076923076
Rubem Esteiro,34,76,76,"RM, CM",MID,3500000.0,76.0,65.0,73.0,76.0,54.0,61.0,0,1,45454.545454545456
Ruben Bover,30,63,63,"CAM, CM, LM",MID,475000.0,70.0,59.0,64.0,62.0,38.0,52.0,0,1,7421.875
Rubens Freitosa,38,75,75,CM,MID,1800000.0,64.0,64.0,73.0,71.0,68.0,76.0,0,1,23684.21052631579
Rubén Alcaraz,31,76,76,"CM, CDM",MID,6000000.0,56.0,73.0,77.0,71.0,75.0,81.0,0,1,77922.07792207792
Rubén Alves,27,67,69,CB,DEF,1100000.0,69.0,44.0,50.0,58.0,66.0,70.0,2,0,16176.470588235294
Rubén Blanco,26,74,78,GK,GK,4500000.0,69.0,55.0,58.0,63.0,56.0,66.0,4,0,60000.0
Rubén Castro,41,71,71,ST,ATT,925000.0,70.0,75.0,62.0,71.0,29.0,61.0,0,1,12847.222222222223
Rubén Duarte,26,75,76,LB,DEF,6000000.0,64.0,38.0,65.0,67.0,76.0,68.0,1,0,78947.36842105263
Rubén García,28,79,79,"LM, CM, CAM",MID,17500000.0,77.0,76.0,79.0,79.0,45.0,54.0,0,1,218750.0
Rubén Gómez,20,59,73,GK,GK,475000.0,69.0,55.0,58.0,63.0,56.0,66.0,14,0,7916.666666666667
Rubén Iranzo,19,63,79,"CB, RB",DEF,1200000.0,55.0,39.0,50.0,47.0,63.0,64.0,16,0,18750.0
Rubén Martínez,32,67,67,"LM, RM",MID,800000.0,74.0,57.0,65.0,70.0,29.0,36.0,0,1,11764.70588235294
Rubén Pardo,29,70,70,"CM, CDM, CAM",MID,1600000.0,51.0,68.0,72.0,71.0,70.0,51.0,0,1,22535.211267605635
Rubén Peña,30,76,76,"RB, RM, LB",DEF,6500000.0,74.0,69.0,71.0,74.0,73.0,65.0,0,1,84415.58441558441
Rubén Pulido,21,65,68,CB,DEF,900000.0,66.0,37.0,52.0,55.0,64.0,69.0,3,0,13636.363636363636
Rubén Pérez,33,76,76,"CDM, CM",MID,3700000.0,50.0,63.0,70.0,66.0,72.0,74.0,0,1,48051.94805194805
Rubén Sobrino,30,73,73,"ST, RM, LM",ATT,3000000.0,77.0,73.0,63.0,74.0,37.0,64.0,0,1,40540.54054054054
Rubén Sánchez,21,70,81,"RB, RM",DEF,3400000.0,85.0,56.0,62.0,68.0,61.0,71.0,11,0,47887.32394366197
Rubén Yáñez,28,66,67,GK,GK,675000.0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,10074.626865671642
Rubén de Tomás,21,62,72,"LM, RM, CAM",MID,900000.0,64.0,63.0,60.0,64.0,30.0,44.0,10,0,14285.714285714286
Rufo,29,65,65,CAM,MID,700000.0,64.0,65.0,59.0,67.0,23.0,59.0,0,1,10606.060606060606
Rui Costa,26,69,72,"ST, RW",ATT,1800000.0,77.0,70.0,61.0,71.0,34.0,64.0,3,0,25714.285714285714
Rui Fonte,32,68,68,ST,ATT,975000.0,63.0,67.0,67.0,69.0,42.0,60.0,0,1,14130.434782608696
Rui Gomes,24,66,69,"LM, LW, ST",MID,1200000.0,71.0,61.0,63.0,65.0,37.0,57.0,3,0,17910.44776119403
Rui Mendes,22,67,73,RM,MID,1600000.0,82.0,66.0,56.0,67.0,29.0,55.0,6,0,23529.41176470588
Rui Patrício,34,81,81,GK,GK,4400000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,53658.53658536585
Rui Pires,24,70,76,"CDM, CM",MID,2300000.0,63.0,53.0,63.0,68.0,66.0,72.0,6,0,32394.3661971831
Rui Silva,28,80,82,GK,GK,18000000.0,69.0,55.0,58.0,63.0,56.0,66.0,2,0,222222.22222222222
Ruiz de Galarreta,28,74,74,"CDM, CM",MID,3700000.0,67.0,59.0,70.0,73.0,69.0,69.0,0,1,49333.333333333336
Ruly García,22,54,63,GK,GK,210000.0,69.0,55.0,58.0,63.0,56.0,66.0,9,0,3818.181818181818
Ryder Matos,29,68,68,"RW, ST, CF",ATT,1200000.0,77.0,64.0,61.0,72.0,34.0,65.0,0,1,17391.304347826088
Ryu Jae Moon,28,67,67,"CDM, CM",MID,900000.0,65.0,46.0,59.0,60.0,62.0,71.0,0,1,13235.29411764706
Ryu Seung Woo,28,64,64,"LW, RW, ST",ATT,600000.0,78.0,56.0,58.0,68.0,40.0,47.0,0,1,9230.76923076923
Ríos Reina,32,70,70,LB,DEF,1100000.0,77.0,60.0,69.0,67.0,62.0,78.0,0,1,15492.957746478873
Róber,27,70,73,"CB, CDM",DEF,1800000.0,56.0,48.0,62.0,61.0,71.0,72.0,3,0,25352.11267605634
Rômulo,26,68,69,"CM, RW, CAM",MID,1400000.0,76.0,62.0,68.0,69.0,52.0,65.0,1,0,20289.855072463768
Rômulo Calsede,22,71,71,ST,ATT,2200000.0,72.0,72.0,60.0,67.0,32.0,69.0,0,1,30555.555555555555
Rômulão Selva,30,67,67,"ST, CF",ATT,1000000.0,79.0,61.0,60.0,74.0,23.0,60.0,0,1,14705.882352941177
Rúben Dias,25,88,91,CB,DEF,35000000.0,63.0,39.0,66.0,68.0,88.0,88.0,3,0,393258.42696629214
Rúben Fernandes,36,71,71,CB,DEF,325000.0,57.0,51.0,57.0,57.0,73.0,75.0,0,1,4513.888888888889
Rúben Lameiras,27,72,72,RW,ATT,2500000.0,76.0,69.0,69.0,76.0,42.0,62.0,0,1,34246.57534246575
Rúben Lima,32,68,68,"LB, LWB, CB",DEF,825000.0,69.0,56.0,65.0,68.0,66.0,66.0,0,1,11956.521739130434
Rúben Neves,25,84,87,"CDM, CM",MID,35000000.0,59.0,74.0,86.0,77.0,76.0,73.0,3,0,411764.70588235295
Rúben Oliveira,27,66,66,CM,MID,900000.0,71.0,61.0,65.0,70.0,51.0,50.0,0,1,13432.835820895523
Rúben Ribeiro,34,70,70,"CM, CDM, CAM",MID,725000.0,63.0,68.0,74.0,74.0,63.0,60.0,0,1,10211.267605633802
Rúben Vezo,28,72,74,"CB, RB",DEF,2400000.0,72.0,54.0,64.0,64.0,71.0,74.0,2,0,32876.71232876712
Rúben Vinagre,23,73,79,"LWB, LB",DEF,4500000.0,86.0,55.0,70.0,77.0,64.0,61.0,6,0,60810.81081081081
S. Aas,18,56,76,CM,MID,400000.0,68.0,46.0,55.0,60.0,47.0,58.0,20,0,7017.543859649123
S. Abarsola,22,65,65,RB,DEF,775000.0,66.0,52.0,59.0,59.0,64.0,67.0,0,1,11742.424242424242
S. Abdul Samad,25,62,65,"RM, LM, CAM",MID,525000.0,64.0,51.0,61.0,65.0,50.0,60.0,3,0,8333.333333333334
S. Abdul Samed,22,72,76,"CDM, CM",MID,3100000.0,50.0,47.0,61.0,66.0,71.0,66.0,4,0,42465.75342465754
S. Abdulai,23,62,70,"CM, CDM",MID,875000.0,59.0,54.0,61.0,60.0,61.0,54.0,8,0,13888.888888888889
S. Abdulhamid,22,73,79,"RB, CB, CDM",DEF,4600000.0,91.0,43.0,58.0,68.0,67.0,75.0,6,0,62162.16216216216
S. Abdullah,23,59,65,LB,DEF,325000.0,72.0,30.0,49.0,56.0,55.0,61.0,6,0,5416.666666666667
S. Abdullahi,25,66,69,"ST, LM, RM",ATT,1100000.0,78.0,64.0,56.0,66.0,20.0,76.0,3,0,16417.910447761195
S. Abdusalam,28,49,49,CM,MID,80000.0,69.0,53.0,45.0,55.0,41.0,49.0,0,1,1600.0
S. Abifade,22,62,70,LM,MID,900000.0,85.0,49.0,52.0,66.0,23.0,65.0,8,0,14285.714285714286
S. Abramowicz,18,52,69,GK,GK,180000.0,69.0,55.0,58.0,63.0,56.0,66.0,17,0,3396.2264150943397
S. Adamyan,29,72,72,"ST, LM, CAM",ATT,2300000.0,80.0,71.0,64.0,75.0,34.0,70.0,0,1,31506.84931506849
S. Adegbenro,26,72,72,"ST, LW, RW",ATT,2600000.0,90.0,69.0,62.0,76.0,39.0,74.0,0,1,35616.438356164384
S. Adekugbe,27,70,71,LB,DEF,1700000.0,86.0,50.0,61.0,70.0,62.0,77.0,1,0,23943.661971830985
S. Adelos,26,65,65,"CDM, CM, RM",MID,700000.0,71.0,53.0,65.0,65.0,60.0,66.0,0,1,10606.060606060606
S. Adewoye,22,67,75,CB,DEF,2100000.0,63.0,24.0,44.0,44.0,66.0,72.0,8,0,30882.352941176472
S. Adingra,20,71,82,"LM, ST, LW",MID,4100000.0,89.0,65.0,59.0,77.0,27.0,52.0,11,0,56944.444444444445
S. Adjei,28,61,61,ST,ATT,325000.0,54.0,62.0,46.0,56.0,25.0,71.0,0,1,5241.935483870968
S. Adrián,26,64,67,"CDM, CM",MID,700000.0,69.0,50.0,55.0,65.0,62.0,73.0,3,0,10769.23076923077
S. Agouzoul,24,67,74,CB,DEF,1900000.0,47.0,38.0,53.0,51.0,67.0,64.0,7,0,27941.176470588234
S. Ahlers,24,59,64,GK,GK,275000.0,69.0,55.0,58.0,63.0,56.0,66.0,5,0,4583.333333333333
S. Ahmed,28,62,62,"LM, LB, RM",MID,400000.0,73.0,49.0,57.0,62.0,57.0,61.0,0,1,6349.206349206349
S. Aigner,21,62,70,"CDM, CM",MID,850000.0,65.0,42.0,56.0,62.0,57.0,64.0,8,0,13492.063492063493
S. Ajayi,28,71,72,CB,DEF,1800000.0,76.0,48.0,47.0,60.0,70.0,79.0,1,0,25000.0
S. Akanbi,18,51,68,"ST, LM",ATT,150000.0,74.0,49.0,42.0,51.0,21.0,43.0,17,0,2884.6153846153848
S. Akaydin,28,69,71,CB,DEF,1400000.0,61.0,35.0,43.0,48.0,68.0,73.0,2,0,20000.0
S. Akinyoola,22,67,78,ST,ATT,2300000.0,65.0,71.0,46.0,62.0,23.0,60.0,11,0,33823.529411764706
S. Al Abbas,28,59,59,ST,ATT,230000.0,76.0,59.0,39.0,60.0,17.0,59.0,0,1,3833.3333333333335
S. Al Amri,28,69,69,"LM, ST",MID,1400000.0,80.0,61.0,64.0,68.0,27.0,66.0,0,1,20000.0
S. Al Dawsari,30,78,78,"LW, RW",ATT,13500000.0,85.0,75.0,70.0,81.0,52.0,79.0,0,1,170886.07594936708
S. Al Enazi,23,53,58,"LB, LWB",DEF,130000.0,76.0,26.0,39.0,52.0,47.0,58.0,5,0,2407.4074074074074
S. Al Faraj,32,73,73,"CM, CDM, CAM",MID,2400000.0,51.0,66.0,77.0,73.0,67.0,66.0,0,1,32432.432432432433
S. Al Ghannam,28,72,72,RB,DEF,2100000.0,81.0,59.0,69.0,71.0,65.0,69.0,0,1,28767.12328767123
S. Al Hajri,26,63,67,"CDM, CB",MID,925000.0,58.0,37.0,54.0,55.0,63.0,67.0,4,0,14453.125
S. Al Hamsal,26,60,62,"RB, RWB, CB",DEF,275000.0,83.0,35.0,48.0,55.0,55.0,66.0,2,0,4508.196721311476
S. Al Harbi,21,54,63,CB,DEF,230000.0,70.0,35.0,41.0,49.0,51.0,63.0,9,0,4181.818181818182
S. Al Khaibari,32,67,67,CB,DEF,650000.0,55.0,27.0,43.0,40.0,68.0,77.0,0,1,9558.823529411764
S. Al Khayri,27,60,60,RB,DEF,240000.0,76.0,29.0,45.0,57.0,54.0,73.0,0,1,3934.4262295081967
S. Al Manthari,27,58,61,GK,GK,200000.0,69.0,55.0,58.0,63.0,56.0,66.0,3,0,3389.830508474576
S. Al Menhali,18,51,66,CB,DEF,130000.0,64.0,30.0,40.0,39.0,50.0,63.0,15,0,2500.0
S. Al Mousa,19,56,71,CB,DEF,325000.0,57.0,25.0,46.0,43.0,55.0,67.0,15,0,5701.754385964912
S. Al Muwallad,20,50,59,ST,ATT,100000.0,69.0,49.0,36.0,50.0,20.0,62.0,9,0,1960.7843137254902
S. Al Muwallad,31,65,65,RB,DEF,525000.0,74.0,51.0,60.0,62.0,58.0,72.0,0,1,7954.545454545455
S. Al Nabit,26,68,69,"LM, RM",MID,1400000.0,79.0,61.0,62.0,68.0,30.0,51.0,1,0,20289.855072463768
S. Al Najai,25,70,73,"CAM, RM, LM",MID,2100000.0,71.0,66.0,65.0,72.0,57.0,65.0,3,0,29577.464788732395
S. Al Najdi,19,52,64,LB,DEF,180000.0,65.0,25.0,36.0,46.0,50.0,58.0,12,0,3396.2264150943397
S. Al Nasser,21,59,71,"LM, RM, CM",MID,550000.0,78.0,55.0,47.0,62.0,27.0,57.0,12,0,9166.666666666666
S. Al Rubaie,28,67,67,CB,DEF,875000.0,64.0,25.0,45.0,43.0,66.0,75.0,0,1,12867.64705882353
S. Al Sawadi,29,59,59,"CAM, LM",MID,220000.0,77.0,51.0,56.0,63.0,25.0,55.0,0,1,3666.6666666666665
S. Al Selouli,24,58,62,LM,MID,300000.0,73.0,48.0,52.0,64.0,44.0,43.0,4,0,5084.745762711865
S. Al Shamsi,26,61,62,LM,MID,375000.0,74.0,61.0,56.0,64.0,29.0,54.0,1,0,6048.387096774193
S. Al Sheeb,32,68,68,GK,GK,925000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,13405.797101449276
S. Al Shehri,28,68,68,ST,ATT,1200000.0,66.0,66.0,50.0,65.0,28.0,73.0,0,1,17391.304347826088
S. Al Toiawy,20,51,61,"RM, RB",MID,130000.0,66.0,39.0,45.0,52.0,47.0,50.0,10,0,2500.0
S. Al Wehimid,24,54,61,GK,GK,180000.0,69.0,55.0,58.0,63.0,56.0,66.0,7,0,3272.7272727272725
S. Alabi,22,60,71,"CAM, RM",MID,550000.0,70.0,47.0,58.0,66.0,45.0,53.0,11,0,9016.393442622952
S. Alakouch,23,67,71,"RWB, RB",DEF,1400000.0,71.0,43.0,62.0,65.0,63.0,62.0,4,0,20588.235294117647
S. Alexandropoulos,20,72,81,"CDM, CM",MID,4800000.0,76.0,60.0,63.0,69.0,69.0,72.0,9,0,65753.42465753424
S. Allagbé,28,67,68,GK,GK,800000.0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,11764.70588235294
S. Almadjed,26,61,64,CM,MID,425000.0,68.0,55.0,62.0,57.0,56.0,63.0,3,0,6854.8387096774195
S. Altamiras,30,68,68,"LM, CAM, CM",MID,1200000.0,72.0,56.0,68.0,72.0,29.0,58.0,0,1,17391.304347826088
S. Aluko,33,65,65,"RW, CAM",ATT,450000.0,72.0,61.0,62.0,70.0,40.0,49.0,0,1,6818.181818181818
S. Alvero,20,54,64,CDM,MID,220000.0,59.0,36.0,50.0,47.0,50.0,73.0,10,0,4000.0
S. Alzate,23,71,78,"CM, CDM",MID,3700000.0,68.0,60.0,69.0,75.0,62.0,68.0,7,0,51388.88888888889
S. Amallah,25,73,76,"CAM, CM, LW",MID,4000000.0,68.0,75.0,72.0,74.0,63.0,75.0,3,0,54054.05405405405
S. Ambrosius,23,69,75,CB,DEF,2000000.0,70.0,30.0,45.0,52.0,68.0,75.0,6,0,28571.428571428572
S. Amin,24,62,67,CM,MID,600000.0,67.0,44.0,60.0,64.0,53.0,63.0,5,0,9523.809523809523
S. Amrabat,25,76,79,"CDM, CM",MID,9000000.0,68.0,71.0,70.0,75.0,73.0,78.0,3,0,116883.11688311688
S. Amro,32,62,62,"LB, LWB",DEF,275000.0,71.0,47.0,59.0,55.0,56.0,69.0,0,1,4365.079365079365
S. Anaku,21,54,62,ST,ATT,240000.0,79.0,56.0,40.0,50.0,18.0,48.0,8,0,4363.636363636364
S. Anderson,19,52,69,RB,DEF,200000.0,57.0,32.0,43.0,53.0,48.0,53.0,17,0,3773.5849056603774
S. Andersson,30,71,71,ST,ATT,1800000.0,48.0,72.0,53.0,67.0,31.0,72.0,0,1,25000.0
S. Andreou,19,66,76,CB,DEF,1700000.0,73.0,30.0,50.0,56.0,65.0,72.0,10,0,25373.13432835821
S. Angori,18,58,73,"LWB, LB",DEF,450000.0,66.0,39.0,47.0,55.0,55.0,58.0,15,0,7627.118644067797
S. Anini Jr,19,57,75,"LW, RW",ATT,425000.0,76.0,51.0,51.0,60.0,27.0,45.0,18,0,7327.586206896552
S. Appelkamp,21,72,82,"CAM, LM, CM",MID,5500000.0,74.0,60.0,69.0,77.0,37.0,46.0,10,0,75342.46575342465
S. Arab,21,60,69,"CM, LW",MID,550000.0,74.0,59.0,58.0,69.0,43.0,63.0,9,0,9016.393442622952
S. Araujo,25,60,66,GK,GK,300000.0,69.0,55.0,58.0,63.0,56.0,66.0,6,0,4918.0327868852455
S. Araujo,30,74,74,"ST, CAM",ATT,4100000.0,74.0,75.0,65.0,74.0,41.0,71.0,0,1,54666.666666666664
S. Aresti,36,66,66,GK,GK,90000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,1343.2835820895523
S. Arfield,33,70,70,"CM, CAM",MID,975000.0,51.0,68.0,70.0,72.0,65.0,68.0,0,1,13732.394366197183
S. Arias,30,79,79,RB,DEF,15000000.0,74.0,53.0,72.0,76.0,77.0,72.0,0,1,187500.0
S. Armstrong,19,60,78,"ST, LW",ATT,650000.0,76.0,59.0,49.0,54.0,21.0,70.0,18,0,10655.737704918032
S. Armstrong,30,76,76,"RM, CM",MID,7000000.0,70.0,77.0,73.0,76.0,65.0,71.0,0,1,90909.09090909091
S. Arzamendia,24,69,76,"LB, LM",DEF,2700000.0,75.0,57.0,61.0,67.0,65.0,59.0,7,0,38571.42857142857
